,Name,SeasonWins,Points,FGM,FGM3,FTA,Off Rebounds,Def Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,YearsExp,Conf_Champs,WSeed,TourneyWins
273,St Bonaventure,18,66.17647058823529,24.147058823529413,6.117647058823529,15.852941176470589,9.882352941176471,24.941176470588236,12.264705882352942,12.382352941176471,5.852941176470588,4.823529411764706,16.264705882352942,35.0,0,0.0,0.0
274,St Francis NY,15,69.23333333333333,24.766666666666666,7.9,17.233333333333334,10.266666666666667,24.733333333333334,10.8,12.466666666666667,5.633333333333334,3.7,19.033333333333335,35.0,0,0.0,0.0
275,St Francis PA,16,74.53333333333333,25.866666666666667,7.666666666666667,21.366666666666667,12.866666666666667,24.266666666666666,11.9,12.3,6.433333333333334,2.9,18.266666666666666,35.0,0,0.0,0.0
276,St John's,21,77.51515151515152,27.939393939393938,8.515151515151516,18.09090909090909,7.636363636363637,24.90909090909091,14.030303030303031,10.363636363636363,8.818181818181818,3.3333333333333335,19.060606060606062,35.0,0,11.0,0.0
277,St Joseph's PA,14,70.54545454545455,24.03030303030303,8.484848484848484,18.636363636363637,8.030303030303031,26.515151515151516,12.030303030303031,9.272727272727273,5.636363636363637,3.3333333333333335,15.06060606060606,35.0,0,0.0,0.0
278,St Louis,23,67.05714285714286,23.885714285714286,5.742857142857143,22.65714285714286,13.82857142857143,25.942857142857143,12.971428571428572,12.714285714285714,7.085714285714285,4.057142857142857,17.485714285714284,35.0,1,13.0,0.0
279,St Mary's CA,22,72.9090909090909,26.545454545454547,7.424242424242424,16.636363636363637,9.818181818181818,24.90909090909091,10.06060606060606,10.575757575757576,6.0,2.5454545454545454,16.96969696969697,35.0,0,11.0,0.0
280,St Peter's,10,62.875,22.09375,5.75,17.8125,9.28125,23.125,9.40625,15.28125,5.375,5.53125,19.1875,35.0,0,0.0,0.0
281,Stanford,15,72.74193548387096,26.06451612903226,6.67741935483871,20.741935483870968,10.419354838709678,26.612903225806452,12.64516129032258,15.129032258064516,6.0,4.741935483870968,18.903225806451612,35.0,0,0.0,0.0
282,Stetson,5,67.6896551724138,25.137931034482758,6.793103448275862,15.655172413793103,11.068965517241379,23.724137931034484,13.068965517241379,12.586206896551724,6.517241379310345,2.689655172413793,17.482758620689655,35.0,0,0.0,0.0
283,Stony Brook,23,70.58064516129032,24.483870967741936,6.935483870967742,20.516129032258064,12.290322580645162,27.903225806451612,11.064516129032258,14.35483870967742,6.032258064516129,4.0,18.774193548387096,20.0,0,0.0,0.0
284,Syracuse,20,69.72727272727273,23.848484848484848,7.9393939393939394,20.696969696969695,10.787878787878787,24.0,12.0,12.454545454545455,8.272727272727273,4.787878787878788,17.424242424242426,35.0,0,8.0,0.0
285,TAM C. Christi,10,63.92857142857143,23.214285714285715,6.035714285714286,16.321428571428573,10.642857142857142,24.428571428571427,12.857142857142858,14.892857142857142,5.821428571428571,2.7142857142857144,19.5,17.0,0,0.0,0.0
286,TCU,20,74.0909090909091,26.848484848484848,7.696969696969697,18.515151515151516,10.727272727272727,25.545454545454547,16.21212121212121,13.757575757575758,7.0606060606060606,4.393939393939394,16.12121212121212,35.0,0,0.0,0.0
287,TN Martin,10,74.37931034482759,27.03448275862069,8.03448275862069,16.275862068965516,11.517241379310345,22.137931034482758,13.793103448275861,13.379310344827585,7.068965517241379,2.6206896551724137,15.758620689655173,27.0,0,0.0,0.0
288,TX Southern,19,79.09375,27.4375,7.21875,25.5,12.625,26.3125,14.6875,15.0625,7.90625,2.65625,18.40625,35.0,0,0.0,0.0
289,Temple,23,74.84375,26.40625,7.5,19.875,9.71875,24.5625,14.46875,11.15625,8.65625,2.25,17.46875,35.0,0,11.0,0.0
290,Tennessee,28,81.66666666666667,29.696969696969695,6.909090909090909,20.03030303030303,10.272727272727273,26.90909090909091,18.09090909090909,11.181818181818182,5.878787878787879,5.2727272727272725,17.515151515151516,35.0,0,2.0,2.0
291,Tennessee St,7,70.60714285714286,24.25,7.607142857142857,20.678571428571427,10.321428571428571,22.928571428571427,10.75,16.571428571428573,7.035714285714286,2.5,24.428571428571427,35.0,0,0.0,0.0
292,Tennessee Tech,6,65.13793103448276,22.862068965517242,6.551724137931035,20.586206896551722,10.551724137931034,24.655172413793103,11.724137931034482,16.517241379310345,6.758620689655173,4.103448275862069,18.448275862068964,35.0,0,0.0,0.0
293,Texas,16,70.75,25.03125,8.5,17.1875,9.90625,23.875,12.75,10.96875,6.15625,4.09375,16.875,35.0,0,0.0,0.0
294,Texas A&M,14,70.40625,25.1875,6.375,19.71875,11.625,25.65625,11.75,13.90625,6.71875,4.46875,16.28125,35.0,0,0.0,0.0
295,Texas St,22,70.54838709677419,25.0,7.129032258064516,19.70967741935484,11.709677419354838,25.258064516129032,14.0,13.387096774193548,6.387096774193548,2.4838709677419355,19.70967741935484,35.0,0,0.0,0.0
296,Texas Tech,26,73.09375,26.15625,7.25,18.59375,8.84375,25.4375,14.03125,12.375,7.375,4.90625,17.78125,35.0,0,3.0,5.0
297,Toledo,24,76.58064516129032,27.258064516129032,9.838709677419354,15.870967741935484,10.096774193548388,28.903225806451612,16.29032258064516,12.225806451612904,5.032258064516129,4.548387096774194,15.741935483870968,35.0,0,0.0,0.0
298,Towson,9,67.0,25.032258064516128,5.548387096774194,16.29032258064516,12.225806451612904,24.548387096774192,9.741935483870968,12.32258064516129,4.612903225806452,2.903225806451613,17.419354838709676,35.0,0,0.0,0.0
299,Troy,10,71.28571428571429,25.214285714285715,7.75,18.107142857142858,9.428571428571429,24.428571428571427,12.642857142857142,13.857142857142858,5.464285714285714,4.5,17.928571428571427,26.0,0,0.0,0.0
300,Tulane,4,67.16129032258064,23.64516129032258,6.870967741935484,18.870967741935484,9.870967741935484,26.516129032258064,14.32258064516129,15.129032258064516,4.741935483870968,3.5161290322580645,17.35483870967742,35.0,0,0.0,0.0
301,Tulsa,18,71.75,24.25,6.9375,23.46875,7.75,27.1875,13.4375,12.625,5.5,2.375,16.53125,35.0,0,0.0,0.0
302,UAB,18,70.0,25.71875,6.40625,18.15625,10.46875,25.9375,11.28125,11.28125,6.4375,2.34375,16.65625,35.0,0,0.0,0.0
303,UC Davis,9,64.3103448275862,23.137931034482758,6.655172413793103,16.06896551724138,7.379310344827586,22.551724137931036,11.862068965517242,13.517241379310345,6.241379310344827,2.1379310344827585,19.0,15.0,0,0.0,0.0
304,UC Irvine,29,72.47058823529412,26.941176470588236,6.794117647058823,16.852941176470587,11.647058823529411,28.38235294117647,13.235294117647058,11.529411764705882,5.5,4.264705882352941,18.5,35.0,1,13.0,1.0
305,UC Riverside,7,63.03333333333333,23.233333333333334,8.2,12.266666666666667,8.066666666666666,22.733333333333334,12.1,13.1,4.733333333333333,1.7666666666666666,17.0,18.0,0,0.0,0.0
306,UC Santa Barbara,20,71.76666666666667,24.833333333333332,6.333333333333333,21.966666666666665,11.266666666666667,25.1,12.566666666666666,11.133333333333333,4.666666666666667,3.0,17.633333333333333,35.0,0,0.0,0.0
307,UCF,23,72.12903225806451,24.677419354838708,6.806451612903226,24.741935483870968,9.806451612903226,26.93548387096774,13.258064516129032,11.903225806451612,5.741935483870968,4.483870967741935,16.903225806451612,35.0,0,9.0,1.0
308,UCLA,17,78.18181818181819,27.848484848484848,7.757575757575758,23.272727272727273,11.484848484848484,29.606060606060606,14.303030303030303,14.181818181818182,5.878787878787879,4.121212121212121,17.060606060606062,35.0,0,0.0,0.0
309,ULM,17,77.8125,25.6875,10.0625,20.78125,8.8125,24.1875,13.9375,11.3125,5.75,2.03125,15.78125,35.0,1,0.0,0.0
310,UMBC,18,65.12903225806451,23.0,7.225806451612903,17.096774193548388,8.419354838709678,24.322580645161292,12.193548387096774,12.387096774193548,7.67741935483871,2.2580645161290325,17.225806451612904,33.0,0,0.0,0.0
311,UNC Asheville,2,57.892857142857146,20.392857142857142,6.892857142857143,13.607142857142858,9.142857142857142,20.107142857142858,9.964285714285714,15.107142857142858,6.285714285714286,2.7857142857142856,16.964285714285715,33.0,0,0.0,0.0
312,UNC Greensboro,26,74.03125,26.8125,7.5,18.4375,11.21875,23.34375,12.25,11.9375,8.21875,3.78125,17.96875,28.0,0,0.0,0.0
313,UNC Wilmington,9,75.0625,26.4375,7.78125,19.6875,11.5,24.875,14.78125,13.09375,4.34375,1.96875,17.625,35.0,0,0.0,0.0
314,UNLV,17,73.41935483870968,25.516129032258064,8.096774193548388,20.870967741935484,13.258064516129032,25.548387096774192,12.870967741935484,12.96774193548387,5.935483870967742,3.7096774193548385,17.93548387096774,35.0,0,0.0,0.0
315,USC,16,76.3030303030303,28.393939393939394,8.515151515151516,17.060606060606062,9.818181818181818,26.09090909090909,16.242424242424242,11.878787878787879,6.121212121212121,3.5454545454545454,17.87878787878788,35.0,0,0.0,0.0
316,UT Arlington,16,68.5625,23.4375,7.09375,19.78125,11.28125,26.0625,12.71875,14.1875,6.21875,2.90625,19.21875,35.0,0,0.0,0.0
317,UT San Antonio,14,76.07142857142857,27.214285714285715,9.214285714285714,16.857142857142858,10.285714285714286,27.0,12.928571428571429,12.107142857142858,6.428571428571429,2.5,18.607142857142858,35.0,0,0.0,0.0
318,UTEP,6,63.074074074074076,21.74074074074074,6.814814814814815,19.0,9.592592592592593,26.59259259259259,10.185185185185185,16.0,4.7407407407407405,2.8518518518518516,19.0,35.0,0,0.0,0.0
319,UTRGV,17,69.66666666666667,23.575757575757574,5.181818181818182,24.848484848484848,9.848484848484848,23.060606060606062,12.93939393939394,13.06060606060606,9.272727272727273,2.727272727272727,21.21212121212121,35.0,0,0.0,0.0
320,Utah,17,75.58064516129032,25.967741935483872,9.612903225806452,19.870967741935484,10.35483870967742,25.0,14.193548387096774,13.193548387096774,4.645161290322581,2.5806451612903225,17.70967741935484,35.0,0,0.0,0.0
321,Utah St,27,79.03030303030303,27.606060606060606,7.878787878787879,21.303030303030305,10.606060606060606,29.454545454545453,17.09090909090909,12.545454545454545,6.121212121212121,4.2727272727272725,18.636363636363637,35.0,1,8.0,0.0
322,Utah Valley,22,76.45161290322581,26.225806451612904,8.03225806451613,21.870967741935484,8.548387096774194,26.612903225806452,13.290322580645162,13.774193548387096,5.774193548387097,2.4838709677419355,17.70967741935484,15.0,0,0.0,0.0
323,VCU,25,71.4375,25.03125,7.15625,20.375,10.84375,25.9375,13.875,14.0,7.96875,4.53125,19.8125,35.0,0,8.0,0.0
324,VMI,8,73.79310344827586,25.517241379310345,9.89655172413793,17.75862068965517,8.172413793103448,24.724137931034484,13.310344827586206,12.172413793103448,6.379310344827586,1.7586206896551724,17.20689655172414,35.0,0,0.0,0.0
325,Valparaiso,13,64.09677419354838,23.322580645161292,5.483870967741935,17.129032258064516,8.774193548387096,23.967741935483872,12.35483870967742,13.35483870967742,5.903225806451613,2.870967741935484,16.741935483870968,35.0,0,0.0,0.0
326,Vanderbilt,9,68.125,23.0,7.1875,22.1875,10.15625,25.3125,11.59375,14.1875,4.8125,3.9375,17.78125,35.0,0,0.0,0.0
327,Vermont,26,72.40625,24.8125,7.8125,19.875,8.9375,25.71875,11.5,11.0,5.40625,3.9375,16.59375,35.0,1,13.0,0.0
328,Villanova,25,74.47058823529412,24.705882352941178,10.617647058823529,19.852941176470587,10.5,24.91176470588235,14.264705882352942,11.294117647058824,5.411764705882353,3.0294117647058822,16.41176470588235,35.0,1,6.0,1.0
329,Virginia,29,71.84375,25.625,8.46875,16.25,8.875,25.75,14.5,9.03125,5.625,3.8125,14.65625,35.0,0,1.0,6.0
330,Virginia Tech,24,74.0,25.75,9.59375,17.03125,8.90625,23.6875,15.34375,11.375,6.65625,2.3125,15.28125,35.0,0,4.0,2.0
331,W Carolina,6,71.29032258064517,24.677419354838708,9.193548387096774,19.032258064516128,9.451612903225806,25.35483870967742,12.096774193548388,18.258064516129032,4.290322580645161,1.6451612903225807,20.774193548387096,35.0,0,0.0,0.0
332,W Illinois,8,69.62068965517241,25.93103448275862,7.793103448275862,13.89655172413793,8.241379310344827,27.0,10.275862068965518,11.344827586206897,5.0344827586206895,4.241379310344827,16.20689655172414,35.0,0,0.0,0.0
333,W Michigan,7,69.25806451612904,23.967741935483872,6.838709677419355,20.903225806451612,10.774193548387096,26.516129032258064,11.516129032258064,15.451612903225806,4.451612903225806,2.4516129032258065,17.903225806451612,35.0,0,0.0,0.0
334,WI Green Bay,15,78.41935483870968,27.774193548387096,7.774193548387097,21.64516129032258,9.483870967741936,26.032258064516128,14.129032258064516,12.64516129032258,7.096774193548387,4.0,19.35483870967742,35.0,0,0.0,0.0
335,WI Milwaukee,8,68.63333333333334,24.466666666666665,7.433333333333334,16.533333333333335,9.666666666666666,25.566666666666666,11.2,12.466666666666667,4.766666666666667,3.0,19.0,29.0,0,0.0,0.0
336,WKU,20,71.44117647058823,25.08823529411765,5.852941176470588,21.294117647058822,10.147058823529411,26.764705882352942,12.264705882352942,13.705882352941176,6.911764705882353,5.117647058823529,15.558823529411764,35.0,0,0.0,0.0
337,Wagner,11,63.535714285714285,20.821428571428573,7.75,18.964285714285715,12.571428571428571,22.964285714285715,11.0,13.714285714285714,5.821428571428571,3.5714285714285716,21.178571428571427,35.0,0,0.0,0.0
338,Wake Forest,11,68.35483870967742,23.032258064516128,6.354838709677419,21.967741935483872,12.935483870967742,24.967741935483872,10.64516129032258,13.451612903225806,4.838709677419355,2.4838709677419355,17.903225806451612,35.0,0,0.0,0.0
339,Washington,26,69.82352941176471,24.558823529411764,7.470588235294118,19.058823529411764,9.470588235294118,22.11764705882353,11.676470588235293,13.352941176470589,9.0,5.735294117647059,18.41176470588235,35.0,0,9.0,1.0
340,Washington St,11,74.78125,26.03125,9.40625,17.625,8.625,25.0,14.9375,13.78125,5.28125,2.78125,17.3125,35.0,0,0.0,0.0
341,Weber St,16,77.2258064516129,27.096774193548388,7.161290322580645,21.387096774193548,6.419354838709677,28.06451612903226,10.870967741935484,11.774193548387096,5.354838709677419,4.258064516129032,18.387096774193548,35.0,0,0.0,0.0
342,West Virginia,14,73.1470588235294,24.735294117647058,7.4411764705882355,23.764705882352942,14.382352941176471,25.0,13.352941176470589,15.735294117647058,6.176470588235294,3.5,20.176470588235293,35.0,0,0.0,0.0
343,Wichita St,19,70.6969696969697,25.09090909090909,7.484848484848484,17.939393939393938,12.484848484848484,25.303030303030305,13.696969696969697,11.909090909090908,4.787878787878788,3.3636363636363638,19.333333333333332,35.0,0,0.0,0.0
344,William & Mary,13,73.83333333333333,26.833333333333332,8.266666666666667,17.833333333333332,8.133333333333333,25.666666666666668,16.833333333333332,12.8,5.0,4.4,16.6,35.0,0,0.0,0.0
345,Winthrop,15,79.25925925925925,27.074074074074073,11.74074074074074,18.48148148148148,10.518518518518519,28.40740740740741,14.185185185185185,14.962962962962964,4.0,2.4814814814814814,17.962962962962962,33.0,0,0.0,0.0
346,Wisconsin,23,69.06060606060606,25.87878787878788,7.121212121212121,15.696969696969697,8.151515151515152,27.060606060606062,12.757575757575758,9.545454545454545,5.121212121212121,4.212121212121212,15.06060606060606,35.0,0,5.0,0.0
347,Wofford,26,81.2,29.3,10.866666666666667,16.633333333333333,10.3,24.433333333333334,14.7,11.233333333333333,6.133333333333334,2.933333333333333,17.5,24.0,1,7.0,1.0
348,Wright St,19,73.21875,25.1875,7.84375,20.3125,10.5625,23.75,13.96875,11.78125,6.03125,2.0625,15.875,32.0,0,0.0,0.0
349,Wyoming,7,65.80645161290323,21.677419354838708,7.774193548387097,20.35483870967742,5.258064516129032,25.258064516129032,10.387096774193548,13.903225806451612,5.516129032258065,2.7096774193548385,18.35483870967742,35.0,0,0.0,0.0
350,Xavier,18,71.87878787878788,26.12121212121212,7.0,18.424242424242426,10.424242424242424,25.757575757575758,14.787878787878787,13.454545454545455,5.424242424242424,3.787878787878788,15.757575757575758,35.0,0,0.0,0.0
351,Yale,21,80.89285714285714,29.821428571428573,7.785714285714286,18.357142857142858,8.678571428571429,29.821428571428573,17.0,13.25,5.75,4.321428571428571,17.0,35.0,1,14.0,0.0
352,Youngstown St,10,73.5,26.833333333333332,9.566666666666666,14.733333333333333,12.966666666666667,24.0,13.633333333333333,13.133333333333333,6.1,3.4,20.766666666666666,35.0,0,0.0,0.0
